Year,Publisher,Global_Sales
2016.0,Namco Bandai Games,0.06
2006.0,505 Games,0.06
2004.0,Ignition Entertainment,0.06
2006.0,Nintendo,0.06
2008.0,Konami Digital Entertainment,0.06
2011.0,Ubisoft,0.06
2007.0,THQ,0.06
2004.0,Atari,0.06
2004.0,Disney Interactive Studios,0.06
2012.0,5pb,0.06
,Sega,0.06
2008.0,Namco Bandai Games,0.06
2008.0,Namco Bandai Games,0.06
2006.0,Namco Bandai Games,0.06
2011.0,Crave Entertainment,0.06
2016.0,Namco Bandai Games,0.06
1999.0,Psygnosis,0.06
1996.0,Acclaim Entertainment,0.06
2012.0,Namco Bandai Games,0.06
1995.0,Konami Digital Entertainment,0.06
1989.0,HAL Laboratory,0.06
2010.0,Namco Bandai Games,0.06
2015.0,Telltale Games,0.06
2010.0,Activision,0.06
2008.0,Tecmo Koei,0.06
2007.0,Activision,0.06
2004.0,Zoo Digital Publishing,0.06
2012.0,Rising Star Games,0.06
2016.0,Square Enix,0.06
2010.0,Sony Computer Entertainment,0.06
2005.0,Bethesda Softworks,0.06
2007.0,Electronic Arts,0.06
2008.0,Paon,0.06
1996.0,NEC Interchannel,0.06
2012.0,Namco Bandai Games,0.06
2009.0,SouthPeak Games,0.06
1993.0,Konami Digital Entertainment,0.06
2006.0,Konami Digital Entertainment,0.06
1997.0,Konami Digital Entertainment,0.06
2009.0,Electronic Arts,0.06
2010.0,Marvelous Interactive,0.06
2002.0,Ubisoft,0.06
2011.0,Tecmo Koei,0.06
2007.0,Grand Prix Games,0.06
2005.0,Majesco Entertainment,0.06
2006.0,Konami Digital Entertainment,0.06
2007.0,Takara Tomy,0.06
2008.0,Square Enix,0.06
2011.0,D3Publisher,0.06
2002.0,Tecmo Koei,0.06
,Unknown,0.06
2006.0,Ubisoft,0.06
2006.0,Eidos Interactive,0.06
2005.0,Midas Interactive Entertainment,0.06
1991.0,Konami Digital Entertainment,0.06
2010.0,Konami Digital Entertainment,0.06
2005.0,Electronic Arts,0.06
2011.0,Rising Star Games,0.06
2003.0,Capcom,0.06
2008.0,Take-Two Interactive,0.06
2008.0,Ubisoft,0.06
2009.0,DTP Entertainment,0.06
2014.0,Activision,0.06
2015.0,Nippon Ichi Software,0.06
1998.0,SNK,0.06
2009.0,Destineer,0.06
2008.0,Ignition Entertainment,0.06
2016.0,Nippon Columbia,0.06
2001.0,Electronic Arts,0.06
2009.0,Sony Computer Entertainment,0.06
2006.0,SouthPeak Games,0.06
2004.0,Electronic Arts,0.06
2014.0,Square Enix,0.06
2015.0,Tecmo Koei,0.06
2011.0,GSP,0.06
2008.0,Mercury Games,0.06
2015.0,Aqua Plus,0.06
2013.0,Deep Silver,0.06
1998.0,Sega,0.06
2007.0,Nippon Ichi Software,0.06
2010.0,Takara Tomy,0.06
1999.0,Interplay,0.06
2001.0,Konami Digital Entertainment,0.06
2000.0,Infogrames,0.06
1992.0,Konami Digital Entertainment,0.06
2002.0,DigiCube,0.06
2008.0,Midway Games,0.06
2009.0,Electronic Arts,0.06
2006.0,Atari,0.06
2003.0,Atari,0.06
2006.0,Sega,0.06
2011.0,Evolved Games,0.06
2000.0,Tecmo Koei,0.06
,Namco Bandai Games,0.06
2005.0,SCi,0.06
2014.0,Square Enix,0.06
2006.0,Ubisoft,0.06
2011.0,Konami Digital Entertainment,0.06
2009.0,Takara Tomy,0.06
2008.0,Nippon Ichi Software,0.06
2006.0,THQ,0.06
2007.0,Capcom,0.06
2009.0,Namco Bandai Games,0.06
2007.0,Sony Computer Entertainment,0.06
2004.0,Sega,0.06
2006.0,Namco Bandai Games,0.06
2001.0,Infogrames,0.06
1995.0,Ocean,0.06
2005.0,Electronic Arts,0.06
2001.0,Sony Computer Entertainment,0.06
2015.0,Ubisoft,0.06
2003.0,Activision,0.06
2002.0,Acclaim Entertainment,0.06
2015.0,Tecmo Koei,0.06
1999.0,Electronic Arts,0.06
2005.0,Capcom,0.06
2006.0,Electronic Arts,0.06
2007.0,Tecmo Koei,0.06
2007.0,Rising Star Games,0.06
2012.0,Konami Digital Entertainment,0.06
2015.0,Tecmo Koei,0.06
2006.0,Atari,0.06
2005.0,Electronic Arts,0.06
2009.0,Namco Bandai Games,0.06
1997.0,Sony Computer Entertainment,0.06
2005.0,Mastiff,0.06
2012.0,Idea Factory,0.06
2002.0,Activision,0.06
2013.0,Sony Computer Entertainment,0.06
2007.0,D3Publisher,0.06
2004.0,Codemasters,0.06
2012.0,Level 5,0.06
2002.0,Midway Games,0.06
,Unknown,0.06
2006.0,JoWood Productions,0.06
2014.0,Aksys Games,0.06
2005.0,Zoo Digital Publishing,0.06
2009.0,Avanquest,0.06
2012.0,Kadokawa Shoten,0.06
2010.0,O-Games,0.06
2013.0,Namco Bandai Games,0.06
2010.0,Avanquest,0.06
2010.0,Warner Bros. Interactive Entertainment,0.06
2009.0,SouthPeak Games,0.06
1995.0,Epoch,0.06
1994.0,Sunsoft,0.06
2010.0,Codemasters,0.06
2011.0,Kadokawa Shoten,0.06
1996.0,Mindscape,0.06
2012.0,DTP Entertainment,0.06
2011.0,Excalibur Publishing,0.06
2000.0,Tecmo Koei,0.06
2009.0,Deep Silver,0.06
2009.0,505 Games,0.06
2005.0,Nintendo,0.06
2000.0,Midas Interactive Entertainment,0.06
2007.0,Namco Bandai Games,0.06
2002.0,THQ,0.06
2002.0,Konami Digital Entertainment,0.06
2009.0,Konami Digital Entertainment,0.06
2008.0,Enterbrain,0.06
2000.0,Ubisoft,0.06
2006.0,Electronic Arts,0.06
1998.0,Takara,0.06
2006.0,Atari,0.06
2002.0,Vivendi Games,0.06
2015.0,Nordic Games,0.06
2011.0,Namco Bandai Games,0.06
2004.0,Majesco Entertainment,0.06
2011.0,Acquire,0.06
2009.0,Black Bean Games,0.06
1996.0,SNK,0.06
2005.0,Warner Bros. Interactive Entertainment,0.06
2008.0,Creative Core,0.06
2007.0,Atari,0.06
2009.0,D3Publisher,0.06
1995.0,Atlus,0.06
2009.0,Ubisoft,0.06
2010.0,D3Publisher,0.06
2004.0,Ubisoft,0.06
1997.0,Sony Computer Entertainment,0.06
2008.0,Brash Entertainment,0.06
2015.0,Activision,0.06
1995.0,Acclaim Entertainment,0.06
2015.0,Bigben Interactive,0.06
2004.0,Activision,0.06
2015.0,Nippon Ichi Software,0.06
1997.0,Capcom,0.06
2002.0,Atari,0.06
2014.0,Tecmo Koei,0.06
2003.0,Eidos Interactive,0.06
,Codemasters,0.06
2011.0,Namco Bandai Games,0.06
1996.0,JVC,0.06
2008.0,Atari,0.06
2010.0,SouthPeak Games,0.06
2004.0,Sega,0.06
2002.0,TDK Mediactive,0.06
2000.0,Konami Digital Entertainment,0.06
2004.0,BAM! Entertainment,0.06
2010.0,Atlus,0.06
2006.0,Activision,0.06
2006.0,Konami Digital Entertainment,0.06
2008.0,Gamecock,0.06
2005.0,Sony Computer Entertainment,0.06
2015.0,Nordic Games,0.05
2013.0,Kadokawa Shoten,0.05
2009.0,Mastertronic,0.05
1998.0,Sega,0.05
,Sega,0.05
2011.0,Kalypso Media,0.05
2002.0,Ubisoft,0.05
2002.0,Natsume,0.05
2007.0,Electronic Arts,0.05
2015.0,Electronic Arts,0.05
2006.0,Capcom,0.05
2003.0,Acclaim Entertainment,0.05
2008.0,JoWood Productions,0.05
2005.0,Atari,0.05
2016.0,Namco Bandai Games,0.05
2011.0,Ubisoft,0.05
2003.0,Acclaim Entertainment,0.05
2008.0,Empire Interactive,0.05
2010.0,Namco Bandai Games,0.05
2007.0,Sega,0.05
2002.0,Capcom,0.05
2006.0,Konami Digital Entertainment,0.05
1997.0,Virgin Interactive,0.05
1996.0,U.S. Gold,0.05
2009.0,Tivola,0.05
2008.0,Spike,0.05
2008.0,505 Games,0.05
2009.0,Mindscape,0.05
2003.0,Sega,0.05
2015.0,Tecmo Koei,0.05
2013.0,Capcom,0.05
2008.0,Square Enix,0.05
2015.0,Sega,0.05
2002.0,Sony Computer Entertainment,0.05
2011.0,Avanquest,0.05
2001.0,Acclaim Entertainment,0.05
2015.0,Kaga Create,0.05
2008.0,SouthPeak Games,0.05
2015.0,Aksys Games,0.05
2009.0,Focus Home Interactive,0.05
2010.0,PQube,0.05
2003.0,"Destination Software, Inc",0.05
2006.0,Atari,0.05
2010.0,DreamCatcher Interactive,0.05
2002.0,Sega,0.05
2010.0,Idea Factory,0.05
2009.0,Playlogic Game Factory,0.05
2002.0,Eidos Interactive,0.05
2016.0,Take-Two Interactive,0.05
2010.0,Tecmo Koei,0.05
2010.0,Square Enix,0.05
2004.0,Global Star,0.05
2003.0,Zoo Digital Publishing,0.05
2011.0,Namco Bandai Games,0.05
2011.0,Spike,0.05
2001.0,Konami Digital Entertainment,0.05
1998.0,Konami Digital Entertainment,0.05
2005.0,Tecmo Koei,0.05
,Unknown,0.05
2004.0,Namco Bandai Games,0.05
2002.0,Electronic Arts,0.05
2004.0,Tecmo Koei,0.05
2015.0,Little Orbit,0.05
2008.0,Zushi Games,0.05
2006.0,Sony Computer Entertainment,0.05
2001.0,Sony Computer Entertainment,0.05
2015.0,WayForward Technologies,0.05
2006.0,Midway Games,0.05
2009.0,Arc System Works,0.05
2008.0,Ubisoft,0.05
2015.0,Tecmo Koei,0.05
2006.0,Sega,0.05
2004.0,Electronic Arts,0.05
2002.0,Taito,0.05
2009.0,Majesco Entertainment,0.05
2003.0,Namco Bandai Games,0.05
2002.0,Namco Bandai Games,0.05
2010.0,Unknown,0.05
2016.0,Namco Bandai Games,0.05
2003.0,Ubisoft,0.05
2010.0,Ubisoft,0.05
2002.0,Infogrames,0.05
1995.0,Pack-In-Video,0.05
2011.0,PQube,0.05
2002.0,Midas Interactive Entertainment,0.05
2003.0,LSP Games,0.05
2009.0,Sega,0.05
2010.0,Activision,0.05
2010.0,Ubisoft,0.05
2015.0,Bigben Interactive,0.05
2003.0,Midway Games,0.05
2011.0,Take-Two Interactive,0.05
2016.0,Broccoli,0.05
2013.0,Namco Bandai Games,0.05
,Unknown,0.05
2015.0,FuRyu,0.05
2013.0,Namco Bandai Games,0.05
2014.0,Tecmo Koei,0.05
1995.0,Electronic Arts,0.05
2009.0,DTP Entertainment,0.05
2009.0,Graffiti,0.05
,Focus Home Interactive,0.05
2003.0,Activision,0.05
2010.0,Ubisoft,0.05
2016.0,Ubisoft,0.05
2007.0,Nordcurrent,0.05
1993.0,Epoch,0.05
2006.0,Namco Bandai Games,0.05
,Unknown,0.05
2016.0,Activision,0.05
2007.0,Takara Tomy,0.05
2016.0,Aqua Plus,0.05
2015.0,5pb,0.05
1999.0,SNK Playmore,0.05
2010.0,Hudson Soft,0.05
2009.0,ASCII Media Works,0.05
1997.0,Gremlin Interactive Ltd,0.05
2016.0,Electronic Arts,0.05
2012.0,Namco Bandai Games,0.05
2014.0,Tecmo Koei,0.05
2004.0,Konami Digital Entertainment,0.05
2010.0,Rising Star Games,0.05
1999.0,Namco Bandai Games,0.05
2007.0,Electronic Arts,0.05
1993.0,Sega,0.05
2011.0,Bethesda Softworks,0.05
2012.0,Namco Bandai Games,0.05
2015.0,Nordic Games,0.05
2012.0,Atlus,0.05
2002.0,Ubisoft,0.05
2006.0,Rising Star Games,0.05
2013.0,Take-Two Interactive,0.05
2005.0,Ubisoft,0.05
2016.0,Nintendo,0.05
2010.0,Asylum Entertainment,0.05
1993.0,Coconuts Japan,0.05
2007.0,Popcorn Arcade,0.05
2015.0,Ubisoft,0.05
2004.0,Arika,0.05
2015.0,D3Publisher,0.05
2009.0,Graffiti,0.05
2011.0,Paradox Interactive,0.05
2009.0,Playlogic Game Factory,0.05
2002.0,Sega,0.05
2009.0,D3Publisher,0.05
2007.0,Game Factory,0.05
2007.0,Destineer,0.05
2009.0,Capcom,0.05
2007.0,Ignition Entertainment,0.05
2006.0,From Software,0.05
1994.0,Sega,0.05
2002.0,Ubisoft,0.05
2008.0,JoWood Productions,0.05
2006.0,Namco Bandai Games,0.05
2011.0,Namco Bandai Games,0.05
2006.0,D3Publisher,0.05
2009.0,Blast! Entertainment Ltd,0.05
2004.0,Evolved Games,0.05
2008.0,DreamCatcher Interactive,0.05
2008.0,Konami Digital Entertainment,0.05
2007.0,Nobilis,0.05
2009.0,Tecmo Koei,0.05
2008.0,Eidos Interactive,0.05
2003.0,Sega,0.05
2005.0,JoWood Productions,0.05
2003.0,Gotham Games,0.05
2016.0,Tecmo Koei,0.05
2010.0,Rising Star Games,0.05
2004.0,Avalon Interactive,0.05
2006.0,Game Factory,0.05
2012.0,Kadokawa Shoten,0.05
2003.0,Codemasters,0.05
2009.0,Oxygen Interactive,0.05
2008.0,Sting,0.05
2004.0,505 Games,0.05
2002.0,Activision,0.05
2003.0,THQ,0.05
2010.0,Konami Digital Entertainment,0.05
2007.0,Eidos Interactive,0.05
2014.0,Nippon Ichi Software,0.05
2005.0,Crave Entertainment,0.05
2002.0,Sony Computer Entertainment,0.05
2010.0,505 Games,0.05
2015.0,Nippon Ichi Software,0.05
2007.0,Ertain,0.05
2006.0,"Destination Software, Inc",0.05
2007.0,Eidos Interactive,0.05
1998.0,Swing! Entertainment,0.05
2010.0,Hudson Soft,0.05
2002.0,3DO,0.05
2010.0,Enterbrain,0.05
2015.0,Bigben Interactive,0.05
2015.0,Xseed Games,0.05
2009.0,Take-Two Interactive,0.05
2008.0,Sega,0.05
2010.0,SouthPeak Games,0.05
2015.0,Activision,0.05
1991.0,Kemco,0.05
2008.0,Codemasters,0.05
2016.0,Square Enix,0.05
2007.0,Microsoft Game Studios,0.05
2010.0,Sony Computer Entertainment,0.05
2015.0,Warner Bros. Interactive Entertainment,0.05
2006.0,Nintendo,0.05
2015.0,Marvel Entertainment,0.05
2003.0,Ignition Entertainment,0.05
2005.0,Atari,0.05
2010.0,Tecmo Koei,0.05
2016.0,505 Games,0.05
2001.0,Ubisoft,0.05
2008.0,Capcom,0.05
2009.0,PopCap Games,0.05
2006.0,Take-Two Interactive,0.05
2006.0,Sega,0.05
2007.0,Atlus,0.05
2010.0,Idea Factory,0.05
2007.0,SNK Playmore,0.05
2005.0,LucasArts,0.05
2010.0,Asgard,0.05
2003.0,Electronic Arts,0.05
2004.0,505 Games,0.05
2002.0,Avalon Interactive,0.05
2008.0,PopCap Games,0.05
2016.0,Capcom,0.05
2009.0,Prototype,0.05
2014.0,Namco Bandai Games,0.05
2009.0,Zoo Games,0.05
2002.0,Electronic Arts,0.05
2004.0,Konami Digital Entertainment,0.05
2014.0,Focus Home Interactive,0.05
2007.0,Atari,0.05
2009.0,Namco Bandai Games,0.05
2008.0,Deep Silver,0.05
2001.0,Pioneer LDC,0.05
,TopWare Interactive,0.05
2002.0,Phantagram,0.05
2011.0,1C Company,0.05
2011.0,Atari,0.05
2001.0,Tecmo Koei,0.05
1999.0,Infogrames,0.05
2009.0,Ubisoft,0.05
2010.0,Destineer,0.05
2005.0,Activision,0.05
2011.0,Namco Bandai Games,0.05
2000.0,The Learning Company,0.05
1998.0,TechnoSoft,0.05
2000.0,Sega,0.05
2009.0,Namco Bandai Games,0.05
2011.0,Unknown,0.05
2014.0,Ubisoft,0.05
2006.0,Activision,0.05
2009.0,Nordic Games,0.05
2012.0,Namco Bandai Games,0.05
2010.0,Atari,0.05
2015.0,Aqua Plus,0.05
2006.0,Nintendo,0.05
2003.0,TDK Mediactive,0.05
2003.0,Ubisoft,0.05
1998.0,Jaleco,0.05
2016.0,FuRyu,0.05
2015.0,PQube,0.05
2007.0,Namco Bandai Games,0.05
1999.0,Konami Digital Entertainment,0.05
2009.0,Microsoft Game Studios,0.05
2009.0,RTL,0.05
2009.0,Focus Home Interactive,0.05
2004.0,Codemasters,0.05
1995.0,Sony Computer Entertainment,0.05
1995.0,Sega,0.05
2001.0,Sega,0.05
2010.0,ASCII Media Works,0.05
2014.0,Namco Bandai Games,0.05
2006.0,Acquire,0.05
2002.0,Konami Digital Entertainment,0.05
2016.0,Focus Home Interactive,0.05
2012.0,D3Publisher,0.05
2006.0,Konami Digital Entertainment,0.05
2009.0,505 Games,0.05
2008.0,Valcon Games,0.05
2016.0,Electronic Arts,0.05
2003.0,TDK Mediactive,0.05
2005.0,Electronic Arts,0.05
2014.0,Warner Bros. Interactive Entertainment,0.05
2004.0,Acclaim Entertainment,0.05
2009.0,Namco Bandai Games,0.05
2013.0,Namco Bandai Games,0.05
2002.0,Konami Digital Entertainment,0.05
2011.0,DTP Entertainment,0.05
2006.0,Sega,0.05
2000.0,Virgin Interactive,0.05
2011.0,Unknown,0.05
1999.0,Ubisoft,0.05
2000.0,Titus,0.05
1997.0,Hudson Soft,0.05
1999.0,Imagineer,0.05
1998.0,Infogrames,0.05
2007.0,Spike,0.05
2007.0,Irem Software Engineering,0.05
2009.0,Tecmo Koei,0.05
2003.0,Mindscape,0.05
1995.0,Namco Bandai Games,0.05
2009.0,Big Ben Interactive,0.05
2015.0,PQube,0.05
2015.0,Little Orbit,0.05
1999.0,ASC Games,0.05
2013.0,Tecmo Koei,0.05
2009.0,Codemasters,0.05
2012.0,Namco Bandai Games,0.05
2003.0,NewKidCo,0.05
2007.0,Zushi Games,0.05
2013.0,Nippon Ichi Software,0.05
2006.0,Majesco Entertainment,0.05
2002.0,THQ,0.05
2010.0,Mastertronic,0.05
2010.0,Namco Bandai Games,0.05
2008.0,Ignition Entertainment,0.05
2002.0,Majesco Entertainment,0.05
2015.0,Capcom,0.05
2004.0,THQ,0.05
2006.0,Namco Bandai Games,0.05
1994.0,Vap,0.05
2010.0,5pb,0.05
2011.0,Unknown,0.05
1996.0,Psygnosis,0.05
2008.0,Gamecock,0.05
2003.0,Activision,0.05
1993.0,Misawa,0.05
2014.0,Tecmo Koei,0.05
2004.0,Tecmo Koei,0.05
2005.0,Global Star,0.05
2006.0,Electronic Arts,0.05
2006.0,Natsume,0.05
2008.0,Ubisoft,0.05
2009.0,SouthPeak Games,0.05
2012.0,Level 5,0.05
,Slitherine Software,0.05
2012.0,Microsoft Game Studios,0.05
2010.0,ASCII Media Works,0.05
2005.0,Zoo Digital Publishing,0.05
2006.0,Game Factory,0.05
2006.0,Konami Digital Entertainment,0.05
2010.0,Spike,0.05
2011.0,Namco Bandai Games,0.05
2007.0,Sega,0.05
2006.0,Konami Digital Entertainment,0.05
2001.0,Midas Interactive Entertainment,0.05
2001.0,Vivendi Games,0.05
2013.0,Square Enix,0.05
1995.0,Sega,0.05
2016.0,Focus Home Interactive,0.05
1996.0,Namco Bandai Games,0.05
2003.0,Kemco,0.05
2008.0,UFO Interactive,0.05
2016.0,Milestone S.r.l.,0.05
2007.0,Sega,0.05
2000.0,Konami Digital Entertainment,0.05
2007.0,Konami Digital Entertainment,0.05
2006.0,Global Star,0.05
2003.0,Microsoft Game Studios,0.05
2001.0,DreamCatcher Interactive,0.05
2009.0,Codemasters,0.05
2007.0,505 Games,0.05
2007.0,Taito,0.05
2008.0,Tivola,0.05
2003.0,THQ,0.05
2001.0,Konami Digital Entertainment,0.05
2008.0,Benesse,0.05
2012.0,Genki,0.05
2009.0,Activision,0.05
2012.0,Nintendo,0.05
2006.0,Activision,0.05
2004.0,Hip Interactive,0.05
2008.0,Konami Digital Entertainment,0.05
2006.0,Midway Games,0.05
2011.0,Nippon Ichi Software,0.05
2002.0,Vivendi Games,0.05
2010.0,Warner Bros. Interactive Entertainment,0.05
2002.0,Ignition Entertainment,0.05
2011.0,Take-Two Interactive,0.05
2004.0,Majesco Entertainment,0.05
2000.0,Infogrames,0.05
2010.0,Aqua Plus,0.05
2008.0,Tecmo Koei,0.05
1998.0,Gainax Network Systems,0.05
2006.0,Namco Bandai Games,0.05
2008.0,Destineer,0.05
2001.0,Ubisoft,0.05
2010.0,SouthPeak Games,0.05
2013.0,D3Publisher,0.05
2002.0,Acclaim Entertainment,0.05
2001.0,Titus,0.05
2011.0,PQube,0.05
1999.0,Sega,0.05
2007.0,Konami Digital Entertainment,0.05
2015.0,Tecmo Koei,0.05
1996.0,Atlus,0.05
2005.0,Activision Value,0.05
1995.0,Konami Digital Entertainment,0.05
1995.0,Takara,0.05
2010.0,Tradewest,0.05
2010.0,Konami Digital Entertainment,0.05
1995.0,U.S. Gold,0.05
2011.0,Storm City Games,0.05
2008.0,Idea Factory,0.05
2003.0,Electronic Arts,0.05
2015.0,Alchemist,0.05
2002.0,BAM! Entertainment,0.05
2010.0,Team17 Software,0.05
1998.0,Activision,0.05
2008.0,Yeti,0.05
2007.0,THQ,0.05
2016.0,Take-Two Interactive,0.05
2009.0,Idea Factory,0.05
2005.0,Namco Bandai Games,0.05
1995.0,Shogakukan,0.05
2004.0,Sony Computer Entertainment,0.05
2006.0,THQ,0.05
2002.0,Idea Factory,0.05
2008.0,Takara Tomy,0.05
2007.0,Tecmo Koei,0.05
1996.0,Hudson Soft,0.05
2001.0,Capcom,0.05
1994.0,Sega,0.05
2005.0,Konami Digital Entertainment,0.05
2007.0,Konami Digital Entertainment,0.05
2013.0,System 3,0.05
2005.0,Electronic Arts,0.05
2003.0,Activision,0.05
2005.0,Empire Interactive,0.05
2004.0,Ubisoft,0.05
1998.0,ESP,0.05
2006.0,Tecmo Koei,0.05
2011.0,Namco Bandai Games,0.05
2007.0,Atlus,0.05
1995.0,Pow,0.05
2007.0,Ignition Entertainment,0.05
2001.0,Starfish,0.05
2005.0,Activision,0.05
2008.0,Activision Value,0.05
2015.0,Namco Bandai Games,0.05
2006.0,Capcom,0.05
2006.0,Electronic Arts,0.05
2004.0,Microsoft Game Studios,0.05
2008.0,Navarre Corp,0.05
2002.0,Electronic Arts,0.05
2004.0,Codemasters,0.05
2016.0,Namco Bandai Games,0.05
2011.0,Namco Bandai Games,0.05
2010.0,Paradox Interactive,0.05
1995.0,MediaQuest,0.05
2011.0,Konami Digital Entertainment,0.05
1999.0,Tecmo Koei,0.05
2013.0,Namco Bandai Games,0.05
2009.0,Electronic Arts,0.05
2013.0,Idea Factory,0.05
2005.0,Zoo Digital Publishing,0.05
2008.0,Hackberry,0.05
,,0.05
2003.0,Atari,0.05
1996.0,Gremlin Interactive Ltd,0.05
2007.0,Namco Bandai Games,0.05
2012.0,Idea Factory,0.05
2008.0,Konami Digital Entertainment,0.05
2003.0,THQ,0.05
2015.0,Deep Silver,0.05
2010.0,Conspiracy Entertainment,0.05
2000.0,Electronic Arts,0.05
2015.0,Deep Silver,0.05
2008.0,Ubisoft,0.05
2012.0,Capcom,0.05
2007.0,Tecmo Koei,0.05
2009.0,Astragon,0.05
2009.0,Mastiff,0.05
2008.0,Zoo Digital Publishing,0.05
2001.0,Konami Digital Entertainment,0.05
2008.0,Namco Bandai Games,0.05
2013.0,505 Games,0.05
2015.0,Kalypso Media,0.05
2015.0,Bigben Interactive,0.05
2010.0,Storm City Games,0.05
2006.0,THQ,0.05
2011.0,MTV Games,0.05
2008.0,Rising Star Games,0.05
2013.0,Capcom,0.05
2002.0,Acclaim Entertainment,0.05
2007.0,Ubisoft,0.05
2004.0,Jaleco,0.05
2002.0,Atari,0.05
2008.0,Success,0.05
2002.0,Microsoft Game Studios,0.05
1993.0,Sega,0.05
2010.0,Microsoft Game Studios,0.05
2004.0,Global Star,0.05
2009.0,Nintendo,0.05
1998.0,Tecmo Koei,0.05
2011.0,Aqua Plus,0.05
2011.0,Namco Bandai Games,0.05
2006.0,Namco Bandai Games,0.05
2005.0,Konami Digital Entertainment,0.05
2006.0,Namco Bandai Games,0.05
2011.0,Home Entertainment Suppliers,0.05
2009.0,Deep Silver,0.05
2006.0,Activision,0.05
2011.0,Black Bean Games,0.05
2005.0,Majesco Entertainment,0.05
2013.0,Sony Computer Entertainment,0.05
2007.0,Metro 3D,0.05
2007.0,SouthPeak Games,0.05
2001.0,Microsoft Game Studios,0.05
2002.0,Atlus,0.05
1995.0,Electronic Arts,0.05
2001.0,Max Five,0.05
2006.0,Atari,0.05
2006.0,Activision Value,0.05
2006.0,Konami Digital Entertainment,0.05
2015.0,Aqua Plus,0.05
2009.0,Midas Interactive Entertainment,0.05
2007.0,THQ,0.05
2002.0,Jaleco,0.05
2015.0,Codemasters,0.05
2011.0,Namco Bandai Games,0.05
2008.0,Square Enix,0.05
2010.0,Ubisoft,0.05
2008.0,Majesco Entertainment,0.05
2005.0,Atari,0.05
2015.0,Telltale Games,0.05
2001.0,Namco Bandai Games,0.05
2006.0,Konami Digital Entertainment,0.05
2011.0,Namco Bandai Games,0.05
1996.0,Electronic Arts,0.05
2003.0,Vivendi Games,0.05
2007.0,505 Games,0.05
2008.0,D3Publisher,0.05
2013.0,Activision,0.05
2006.0,Oxygen Interactive,0.05
2012.0,Atari,0.05
2005.0,Ubisoft,0.05
2011.0,Electronic Arts,0.05
2006.0,THQ,0.05
2010.0,Arc System Works,0.05
2014.0,Nippon Ichi Software,0.05
2007.0,Ubisoft,0.05
1997.0,Acclaim Entertainment,0.05
2014.0,Sega,0.05
2006.0,Namco Bandai Games,0.05
2001.0,THQ,0.05
2003.0,Jaleco,0.05
2002.0,Take-Two Interactive,0.05
2008.0,Activision,0.05
2013.0,Deep Silver,0.05
2007.0,Zoo Digital Publishing,0.05
2007.0,505 Games,0.05
2013.0,Arc System Works,0.05
2009.0,DTP Entertainment,0.05
2012.0,Level 5,0.05
2012.0,Idea Factory,0.05
2006.0,Sony Computer Entertainment,0.05
2004.0,Big Ben Interactive,0.05
2011.0,ChunSoft,0.05
2004.0,Crave Entertainment,0.05
2007.0,Phenomedia,0.05
1999.0,Infogrames,0.05
2007.0,505 Games,0.05
2002.0,Ubisoft,0.05
2008.0,Deep Silver,0.05
2007.0,Take-Two Interactive,0.05
2002.0,Atari,0.05
2001.0,Sony Computer Entertainment,0.05
2015.0,Ubisoft,0.05
2002.0,Codemasters,0.05
2014.0,FuRyu,0.05
2005.0,Namco Bandai Games,0.05
2008.0,Rising Star Games,0.05
2006.0,Xplosiv,0.05
2007.0,Activision Value,0.05
2012.0,Idea Factory,0.05
2011.0,DTP Entertainment,0.05
2008.0,Idea Factory,0.05
2006.0,Zoo Digital Publishing,0.05
2010.0,Conspiracy Entertainment,0.05
2011.0,Comfort,0.05
2015.0,Namco Bandai Games,0.05
2007.0,Monte Christo Multimedia,0.05
1999.0,Eidos Interactive,0.05
2011.0,Atari,0.05
2009.0,Activision,0.05
2014.0,Sega,0.05
2014.0,Tecmo Koei,0.05
2006.0,Sony Computer Entertainment,0.05
2000.0,Pony Canyon,0.05
2015.0,Tecmo Koei,0.05
2013.0,Activision,0.05
2004.0,LucasArts,0.05
2015.0,Tecmo Koei,0.05
1996.0,SNK,0.05
2008.0,Sony Computer Entertainment,0.05
2003.0,Atlus,0.05
2010.0,Warner Bros. Interactive Entertainment,0.05
2009.0,Mindscape,0.05
2005.0,Crave Entertainment,0.05
2001.0,Ubisoft,0.05
2002.0,SquareSoft,0.05
2003.0,THQ,0.05
2007.0,Take-Two Interactive,0.05
2006.0,Nintendo,0.05
2014.0,Tecmo Koei,0.05
2009.0,Ubisoft,0.05
2009.0,Kalypso Media,0.05
2008.0,Eidos Interactive,0.05
2009.0,Ubisoft,0.05
2003.0,SCi,0.05
2009.0,Playlogic Game Factory,0.05
2011.0,Capcom,0.05
1999.0,Takara,0.05
2016.0,Deep Silver,0.05
2016.0,Electronic Arts,0.05
2010.0,Sony Computer Entertainment,0.05
2003.0,Activision,0.05
2011.0,DTP Entertainment,0.05
2007.0,LucasArts,0.05
2013.0,Warner Bros. Interactive Entertainment,0.05
2006.0,DreamCatcher Interactive,0.05
1997.0,GT Interactive,0.05
2009.0,Phenomedia,0.05
2014.0,Idea Factory,0.05
2004.0,Crave Entertainment,0.05
2011.0,Banpresto,0.05
2011.0,Atlus,0.05
2004.0,Empire Interactive,0.05
2013.0,Activision,0.05
2009.0,THQ,0.05
1994.0,Sega,0.05
1999.0,Mindscape,0.04
