Platform,Genre,Global_Sales
X360,Racing,0.05
GC,Shooter,0.05
PC,Sports,0.05
XB,Strategy,0.05
DS,Sports,0.05
PSV,Adventure,0.05
DS,Action,0.05
N64,Shooter,0.05
PSV,Puzzle,0.05
PSP,Misc,0.05
PS2,Misc,0.05
GC,Puzzle,0.05
PC,Action,0.05
X360,Sports,0.05
PS3,Racing,0.05
Wii,Adventure,0.05
Wii,Puzzle,0.05
PSV,Adventure,0.05
PC,Adventure,0.05
PSV,Adventure,0.05
PSP,Misc,0.05
PSP,Misc,0.05
DS,Racing,0.05
PSV,Adventure,0.05
XB,Misc,0.05
DS,Platform,0.05
PS,Racing,0.05
Wii,Shooter,0.05
GC,Racing,0.05
DS,Puzzle,0.05
Wii,Action,0.05
GC,Racing,0.05
PS2,Action,0.05
X360,Sports,0.05
XB,Sports,0.05
PSV,Action,0.05
GBA,Platform,0.05
DS,Adventure,0.05
PSP,Racing,0.05
X360,Sports,0.05
PSP,Action,0.05
3DS,Misc,0.05
DS,Adventure,0.05
DS,Adventure,0.05
X360,Shooter,0.05
PSP,Adventure,0.05
PSV,Racing,0.05
PC,Simulation,0.05
PS,Adventure,0.05
3DS,Shooter,0.05
PC,Shooter,0.05
3DS,Role-Playing,0.05
PSV,Role-Playing,0.05
PSP,Role-Playing,0.05
PS,Misc,0.05
PS3,Action,0.05
X360,Shooter,0.05
XB,Strategy,0.05
PS3,Role-Playing,0.05
SAT,Fighting,0.05
PSP,Fighting,0.05
GBA,Action,0.05
PC,Misc,0.05
DS,Misc,0.05
XB,Misc,0.05
PS,Puzzle,0.05
PS2,Sports,0.05
XB,Shooter,0.05
DS,Action,0.05
DS,Misc,0.05
PSP,Action,0.05
DS,Adventure,0.05
PC,Strategy,0.05
DS,Misc,0.05
PC,Action,0.05
XB,Platform,0.05
Wii,Sports,0.05
3DS,Misc,0.05
N64,Racing,0.05
PS4,Platform,0.05
PC,Shooter,0.05
PS3,Platform,0.05
GBA,Misc,0.05
X360,Adventure,0.05
DS,Strategy,0.05
3DS,Action,0.05
PC,Adventure,0.05
PS,Sports,0.05
DS,Puzzle,0.05
PSV,Adventure,0.05
XB,Shooter,0.05
DS,Adventure,0.05
DS,Role-Playing,0.05
GC,Shooter,0.05
WiiU,Shooter,0.05
PS2,Racing,0.05
SCD,Misc,0.05
PS,Puzzle,0.04
PC,Puzzle,0.04
DS,Simulation,0.04
DS,Simulation,0.04
DS,Action,0.04
PS,Simulation,0.04
GBA,Role-Playing,0.04
PS2,Fighting,0.04
PS2,Fighting,0.04
PSP,Sports,0.04
DS,Misc,0.04
PS2,Role-Playing,0.04
PC,Adventure,0.04
DS,Misc,0.04
Wii,Platform,0.04
PS2,Sports,0.04
SAT,Misc,0.04
PSP,Adventure,0.04
PS2,Fighting,0.04
DS,Misc,0.04
PSV,Role-Playing,0.04
GBA,Misc,0.04
PSV,Action,0.04
GC,Platform,0.04
PC,Strategy,0.04
PS,Action,0.04
Wii,Sports,0.04
DS,Misc,0.04
DS,Action,0.04
Wii,Shooter,0.04
PC,Action,0.04
PSV,Role-Playing,0.04
Wii,Racing,0.04
XB,Shooter,0.04
PS4,Misc,0.04
PS,Action,0.04
DS,Strategy,0.04
XOne,Action,0.04
DS,Misc,0.04
PS3,Sports,0.04
GBA,Role-Playing,0.04
PC,Strategy,0.04
DS,Action,0.04
3DS,Simulation,0.04
PS,Strategy,0.04
PS,Misc,0.04
PC,Shooter,0.04
GBA,Sports,0.04
GBA,Shooter,0.04
DS,Misc,0.04
PSP,Action,0.04
PC,Simulation,0.04
Wii,Sports,0.04
XB,Racing,0.04
PS2,Puzzle,0.04
PS4,Racing,0.04
PSP,Role-Playing,0.04
GBA,Misc,0.04
PS2,Misc,0.04
PS,Misc,0.04
DS,Action,0.04
PS2,Fighting,0.04
DS,Action,0.04
DS,Sports,0.04
Wii,Misc,0.04
PSP,Action,0.04
PS2,Adventure,0.04
PSV,Action,0.04
GC,Action,0.04
DS,Adventure,0.04
Wii,Misc,0.04
PS3,Puzzle,0.04
GG,Platform,0.04
XB,Racing,0.04
PS2,Shooter,0.04
PS2,Action,0.04
XOne,Sports,0.04
GBA,Platform,0.04
PS3,Action,0.04
PSP,Misc,0.04
Wii,Racing,0.04
GC,Shooter,0.04
DS,Simulation,0.04
3DS,Platform,0.04
PC,Racing,0.04
PSP,Adventure,0.04
GC,Action,0.04
GBA,Action,0.04
XB,Strategy,0.04
Wii,Adventure,0.04
PS3,Adventure,0.04
PS3,Shooter,0.04
SNES,Platform,0.04
X360,Sports,0.04
GBA,Role-Playing,0.04
DS,Puzzle,0.04
Wii,Shooter,0.04
GBA,Shooter,0.04
PC,Action,0.04
PS3,Misc,0.04
PS,Fighting,0.04
3DS,Action,0.04
X360,Fighting,0.04
PSP,Role-Playing,0.04
DS,Action,0.04
PSP,Adventure,0.04
PSP,Adventure,0.04
PS2,Adventure,0.04
PSP,Misc,0.04
PC,Adventure,0.04
PC,Racing,0.04
DS,Action,0.04
PS3,Platform,0.04
PC,Sports,0.04
DS,Adventure,0.04
PS2,Simulation,0.04
PSV,Role-Playing,0.04
PS,Action,0.04
XB,Sports,0.04
GBA,Misc,0.04
PS2,Adventure,0.04
Wii,Platform,0.04
PS2,Action,0.04
PS2,Adventure,0.04
X360,Sports,0.04
XB,Racing,0.04
PSP,Fighting,0.04
PS2,Fighting,0.04
PSP,Adventure,0.04
3DS,Sports,0.04
DS,Action,0.04
PSP,Misc,0.04
Wii,Platform,0.04
XB,Sports,0.04
Wii,Sports,0.04
PS3,Simulation,0.04
Wii,Action,0.04
Wii,Action,0.04
GBA,Action,0.04
Wii,Shooter,0.04
DS,Action,0.04
DS,Adventure,0.04
PC,Action,0.04
3DS,Misc,0.04
DS,Adventure,0.04
3DS,Action,0.04
DS,Puzzle,0.04
GBA,Action,0.04
XB,Racing,0.04
PSV,Action,0.04
PS,Simulation,0.04
PS2,Action,0.04
DS,Action,0.04
Wii,Shooter,0.04
PS3,Fighting,0.04
XB,Platform,0.04
X360,Shooter,0.04
PS2,Simulation,0.04
PS2,Sports,0.04
DS,Simulation,0.04
PS,Sports,0.04
PS4,Misc,0.04
PSP,Puzzle,0.04
PC,Simulation,0.04
3DS,Misc,0.04
XB,Fighting,0.04
DS,Puzzle,0.04
PS3,Action,0.04
XB,Sports,0.04
PC,Simulation,0.04
PC,Strategy,0.04
PSV,Adventure,0.04
DS,Shooter,0.04
GC,Sports,0.04
PSP,Action,0.04
DS,Misc,0.04
DS,Role-Playing,0.04
PC,Strategy,0.04
PC,Adventure,0.04
Wii,Action,0.04
PC,Strategy,0.04
Wii,Platform,0.04
Wii,Misc,0.04
PSP,Role-Playing,0.04
XB,Sports,0.04
PC,Action,0.04
PSP,Adventure,0.04
DS,Misc,0.04
DS,Simulation,0.04
DS,Puzzle,0.04
Wii,Adventure,0.04
XB,Shooter,0.04
PSP,Action,0.04
Wii,Fighting,0.04
PS4,Action,0.04
PSP,Misc,0.04
PS3,Fighting,0.04
XOne,Action,0.04
GC,Fighting,0.04
3DS,Action,0.04
3DS,Action,0.04
DS,Simulation,0.04
PSP,Role-Playing,0.04
PSP,Racing,0.04
PSP,Action,0.04
PC,Strategy,0.04
DS,Role-Playing,0.04
DS,Misc,0.04
PSP,Action,0.04
PC,Sports,0.04
Wii,Puzzle,0.04
PC,Strategy,0.04
PC,Racing,0.04
PSP,Adventure,0.04
PS2,Misc,0.04
PS3,Racing,0.04
PSP,Puzzle,0.04
PS2,Sports,0.04
PC,Sports,0.04
PS,Adventure,0.04
SNES,Role-Playing,0.04
DS,Racing,0.04
Wii,Puzzle,0.04
PS4,Fighting,0.04
PC,Strategy,0.04
DS,Action,0.04
DS,Simulation,0.04
PSP,Adventure,0.04
X360,Adventure,0.04
PC,Misc,0.04
3DS,Misc,0.04
PS2,Sports,0.04
PSP,Adventure,0.04
PC,Shooter,0.04
DS,Simulation,0.04
PSP,Racing,0.04
XB,Simulation,0.04
PS2,Adventure,0.04
DS,Role-Playing,0.04
PC,Strategy,0.04
X360,Fighting,0.04
PS2,Shooter,0.04
PS,Sports,0.04
DS,Sports,0.04
GBA,Action,0.04
PSP,Adventure,0.04
PSP,Misc,0.04
DS,Puzzle,0.04
XB,Fighting,0.04
PS4,Strategy,0.04
PC,Strategy,0.04
PS,Shooter,0.04
PSP,Role-Playing,0.04
X360,Puzzle,0.04
PS,Sports,0.04
N64,Sports,0.04
PC,Strategy,0.04
N64,Sports,0.04
PS3,Sports,0.04
DS,Action,0.04
PSP,Shooter,0.04
PSP,Racing,0.04
SAT,Adventure,0.04
SAT,Sports,0.04
PSV,Action,0.04
PS2,Action,0.04
DS,Shooter,0.04
PS3,Sports,0.04
PSP,Adventure,0.04
SNES,Role-Playing,0.04
XB,Strategy,0.04
PC,Racing,0.04
PSP,Action,0.04
GC,Sports,0.04
3DS,Role-Playing,0.04
Wii,Racing,0.04
X360,Shooter,0.04
DS,Action,0.04
X360,Sports,0.04
PC,Action,0.04
GC,Sports,0.04
PSP,Action,0.04
SNES,Racing,0.04
Wii,Sports,0.04
Wii,Misc,0.04
N64,Strategy,0.04
N64,Racing,0.04
N64,Strategy,0.04
N64,Racing,0.04
N64,Platform,0.04
GBA,Platform,0.04
N64,Fighting,0.04
PS2,Action,0.04
PSP,Action,0.04
GC,Platform,0.04
PSP,Role-Playing,0.04
DS,Puzzle,0.04
XB,Strategy,0.04
PC,Action,0.04
PSP,Sports,0.04
X360,Action,0.04
DS,Sports,0.04
PS,Shooter,0.04
DS,Misc,0.04
PS3,Racing,0.04
PSP,Role-Playing,0.04
PS4,Action,0.04
PSP,Sports,0.04
PS3,Adventure,0.04
DS,Puzzle,0.04
XOne,Fighting,0.04
PSP,Adventure,0.04
PS2,Shooter,0.04
PS2,Racing,0.04
DS,Misc,0.04
DS,Adventure,0.04
PS2,Role-Playing,0.04
XOne,Action,0.04
3DS,Adventure,0.04
PC,Strategy,0.04
GBA,Sports,0.04
DS,Simulation,0.04
PS3,Role-Playing,0.04
PS2,Action,0.04
DS,Misc,0.04
PS2,Adventure,0.04
PS4,Strategy,0.04
PS2,Sports,0.04
PSP,Fighting,0.04
DS,Misc,0.04
GBA,Platform,0.04
PC,Role-Playing,0.04
PC,Strategy,0.04
PS3,Fighting,0.04
PS2,Fighting,0.04
DS,Misc,0.04
PS3,Role-Playing,0.04
PS3,Adventure,0.04
PC,Adventure,0.04
PSP,Adventure,0.04
PS3,Sports,0.04
PS3,Strategy,0.04
XB,Action,0.04
GBA,Puzzle,0.04
PSP,Action,0.04
PSP,Shooter,0.04
PS2,Strategy,0.04
DS,Puzzle,0.04
DS,Misc,0.04
PS,Simulation,0.04
XB,Misc,0.04
PSP,Adventure,0.04
DS,Adventure,0.04
PC,Action,0.04
Wii,Fighting,0.04
PS3,Action,0.04
X360,Fighting,0.04
Wii,Sports,0.04
DS,Shooter,0.04
PSP,Role-Playing,0.04
DS,Adventure,0.04
PSP,Adventure,0.04
PS2,Fighting,0.04
PS2,Action,0.04
DS,Adventure,0.04
X360,Puzzle,0.04
GBA,Racing,0.04
3DS,Adventure,0.04
X360,Racing,0.04
DS,Action,0.04
X360,Sports,0.04
PS,Strategy,0.04
PC,Action,0.04
DS,Fighting,0.04
PS,Action,0.04
GBA,Sports,0.04
Wii,Shooter,0.04
PS3,Action,0.04
PC,Role-Playing,0.04
PS3,Action,0.04
PC,Simulation,0.04
PS3,Racing,0.04
XB,Adventure,0.04
PC,Simulation,0.04
SAT,Misc,0.04
PSV,Action,0.04
PC,Simulation,0.04
DS,Misc,0.04
PSP,Adventure,0.04
GC,Fighting,0.04
PS2,Misc,0.04
PS2,Misc,0.04
3DS,Adventure,0.04
PS,Sports,0.04
PS2,Sports,0.04
PS2,Strategy,0.04
PC,Action,0.04
PC,Sports,0.04
DS,Sports,0.04
PC,Strategy,0.04
GBA,Role-Playing,0.04
PS4,Role-Playing,0.04
PS,Adventure,0.04
PC,Simulation,0.04
DS,Puzzle,0.04
XOne,Adventure,0.04
PS,Strategy,0.04
PSP,Action,0.04
GBA,Puzzle,0.04
DS,Simulation,0.04
PSP,Role-Playing,0.04
PSV,Role-Playing,0.04
XB,Racing,0.04
PS,Puzzle,0.04
3DS,Puzzle,0.04
PSV,Misc,0.04
PC,Strategy,0.04
PS2,Racing,0.04
XOne,Action,0.04
DS,Misc,0.04
DC,Action,0.04
PC,Action,0.04
GC,Fighting,0.04
DS,Misc,0.04
Wii,Sports,0.04
PS2,Action,0.04
X360,Action,0.04
Wii,Racing,0.04
PS4,Sports,0.04
PS2,Adventure,0.04
PS3,Racing,0.04
PC,Shooter,0.04
PS4,Misc,0.04
PSV,Action,0.04
3DS,Action,0.04
XB,Racing,0.04
Wii,Misc,0.04
DS,Misc,0.04
PS,Misc,0.04
PC,Racing,0.04
PSP,Racing,0.04
PSP,Puzzle,0.04
PSP,Strategy,0.04
PS,Platform,0.04
Wii,Adventure,0.04
PSP,Action,0.04
PS,Adventure,0.04
PS,Shooter,0.04
DS,Action,0.04
PS2,Sports,0.04
DS,Puzzle,0.04
PC,Action,0.04
PC,Action,0.04
PS,Strategy,0.04
PS,Shooter,0.04
DS,Misc,0.04
PS,Sports,0.04
PC,Action,0.04
PC,Adventure,0.04
PS,Simulation,0.04
GBA,Action,0.04
NG,Fighting,0.04
WiiU,Misc,0.04
PC,Strategy,0.04
GBA,Action,0.04
3DS,Action,0.04
PS,Misc,0.04
PSP,Action,0.04
GBA,Action,0.04
PSP,Action,0.04
XOne,Sports,0.04
PS2,Adventure,0.04
PSP,Misc,0.04
GBA,Shooter,0.04
PSP,Strategy,0.04
PS3,Adventure,0.04
GC,Sports,0.04
PC,Simulation,0.04
3DS,Adventure,0.04
PSP,Adventure,0.04
DS,Simulation,0.04
GC,Sports,0.04
DS,Shooter,0.04
PSV,Misc,0.04
PS2,Sports,0.04
PS2,Adventure,0.04
X360,Racing,0.04
PS3,Adventure,0.04
DS,Sports,0.04
DS,Shooter,0.04
DS,Misc,0.04
X360,Action,0.04
PC,Role-Playing,0.04
PC,Strategy,0.04
DS,Role-Playing,0.04
GBA,Racing,0.04
PSP,Racing,0.04
XOne,Shooter,0.04
DS,Adventure,0.04
PSV,Role-Playing,0.04
XOne,Action,0.04
3DS,Action,0.04
PS3,Role-Playing,0.04
PS2,Sports,0.04
DS,Simulation,0.04
DC,Adventure,0.04
PS2,Action,0.04
GBA,Shooter,0.04
PSP,Adventure,0.04
X360,Shooter,0.04
DS,Misc,0.04
DS,Puzzle,0.04
GBA,Action,0.04
X360,Role-Playing,0.04
PSV,Racing,0.04
DS,Shooter,0.04
GBA,Platform,0.04
PSV,Sports,0.04
SAT,Fighting,0.04
PS2,Strategy,0.04
PS2,Role-Playing,0.04
PSP,Action,0.04
PS,Puzzle,0.04
PSP,Adventure,0.04
PSV,Role-Playing,0.04
DS,Adventure,0.04
GBA,Action,0.04
PC,Platform,0.04
3DS,Misc,0.04
PS2,Misc,0.04
PC,Strategy,0.04
GC,Platform,0.04
PS3,Action,0.04
X360,Adventure,0.04
PS3,Strategy,0.04
PS3,Role-Playing,0.04
PS2,Fighting,0.04
PC,Adventure,0.04
PSP,Adventure,0.04
PS,Role-Playing,0.04
PS3,Sports,0.04
XOne,Shooter,0.04
PS2,Misc,0.04
PSP,Puzzle,0.04
PS2,Racing,0.04
PS2,Shooter,0.04
DS,Misc,0.04
XB,Racing,0.04
PC,Strategy,0.04
DC,Fighting,0.04
XB,Action,0.04
Wii,Puzzle,0.04
3DS,Adventure,0.04
PS3,Action,0.04
PSP,Puzzle,0.04
XB,Action,0.04
PS3,Role-Playing,0.04
GBA,Shooter,0.04
PC,Puzzle,0.04
DS,Misc,0.04
PSP,Adventure,0.04
DS,Strategy,0.04
PSP,Adventure,0.04
DS,Puzzle,0.04
PS2,Adventure,0.04
PC,Strategy,0.04
XB,Sports,0.04
PS2,Sports,0.04
PC,Shooter,0.04
Wii,Sports,0.04
PS2,Shooter,0.04
PSV,Role-Playing,0.04
PS2,Adventure,0.04
PS2,Misc,0.04
PSP,Action,0.04
PC,Strategy,0.04
PS,Misc,0.04
DS,Simulation,0.04
GBA,Sports,0.04
XB,Shooter,0.04
DS,Sports,0.04
GEN,Sports,0.04
XB,Adventure,0.04
PC,Strategy,0.04
PS2,Strategy,0.04
DS,Misc,0.04
PC,Action,0.04
X360,Shooter,0.04
3DS,Misc,0.04
DS,Misc,0.04
GBA,Action,0.04
3DS,Action,0.04
PSP,Role-Playing,0.04
Wii,Fighting,0.04
PS3,Sports,0.04
PS,Role-Playing,0.04
PC,Role-Playing,0.04
DS,Misc,0.04
PC,Role-Playing,0.04
WiiU,Action,0.04
3DS,Strategy,0.04
PC,Simulation,0.04
PSP,Role-Playing,0.04
PC,Strategy,0.04
PSP,Role-Playing,0.04
Wii,Misc,0.04
DS,Action,0.04
DS,Simulation,0.04
DS,Action,0.04
DS,Role-Playing,0.04
PC,Strategy,0.04
PSP,Adventure,0.04
DS,Puzzle,0.04
GBA,Platform,0.04
GBA,Misc,0.04
DS,Puzzle,0.04
DS,Misc,0.04
DS,Role-Playing,0.04
PC,Role-Playing,0.04
DS,Role-Playing,0.04
PSV,Action,0.04
PC,Action,0.04
DS,Racing,0.04
PC,Strategy,0.04
PC,Strategy,0.04
PS2,Racing,0.04
XB,Role-Playing,0.04
PSV,Sports,0.04
DS,Puzzle,0.04
PC,Action,0.04
PS4,Action,0.04
PC,Action,0.04
PS2,Adventure,0.04
XB,Shooter,0.04
DS,Action,0.04
PS2,Misc,0.04
PC,Shooter,0.04
PS3,Shooter,0.04
PSP,Adventure,0.04
PS4,Adventure,0.04
GEN,Platform,0.04
DS,Adventure,0.04
PC,Role-Playing,0.04
PSP,Action,0.04
DS,Role-Playing,0.04
PSP,Sports,0.03
3DS,Strategy,0.03
PS2,Simulation,0.03
DS,Sports,0.03
Wii,Racing,0.03
WiiU,Action,0.03
PS3,Action,0.03
GBA,Action,0.03
PS3,Action,0.03
Wii,Shooter,0.03
3DS,Misc,0.03
PS3,Misc,0.03
PC,Strategy,0.03
DS,Misc,0.03
PS3,Action,0.03
XB,Racing,0.03
PS3,Adventure,0.03
PS3,Misc,0.03
XB,Sports,0.03
DS,Role-Playing,0.03
PSP,Puzzle,0.03
PS2,Action,0.03
SAT,Shooter,0.03
PSP,Action,0.03
GBA,Action,0.03
PC,Simulation,0.03
3DS,Simulation,0.03
PC,Sports,0.03
PSP,Action,0.03
DS,Adventure,0.03
GBA,Action,0.03
GBA,Fighting,0.03
DS,Puzzle,0.03
PSP,Racing,0.03
PC,Adventure,0.03
XB,Racing,0.03
PS2,Misc,0.03
Wii,Racing,0.03
GBA,Action,0.03
GBA,Shooter,0.03
PS4,Shooter,0.03
PS2,Misc,0.03
DS,Misc,0.03
GBA,Role-Playing,0.03
PS4,Sports,0.03
PS3,Misc,0.03
X360,Sports,0.03
PSV,Role-Playing,0.03
PC,Shooter,0.03
PS3,Racing,0.03
PS2,Sports,0.03
GC,Sports,0.03
3DS,Platform,0.03
Wii,Action,0.03
PS,Strategy,0.03
PS3,Adventure,0.03
3DS,Action,0.03
GBA,Action,0.03
3DS,Action,0.03
DS,Adventure,0.03
PS2,Adventure,0.03
PC,Strategy,0.03
GBA,Platform,0.03
PS2,Adventure,0.03
PC,Strategy,0.03
PS2,Misc,0.03
GC,Racing,0.03
PSP,Puzzle,0.03
PSP,Racing,0.03
DS,Simulation,0.03
3DS,Action,0.03
GBA,Racing,0.03
GC,Shooter,0.03
PSV,Role-Playing,0.03
WS,Strategy,0.03
DS,Role-Playing,0.03
Wii,Misc,0.03
PSV,Action,0.03
PS2,Shooter,0.03
PSP,Role-Playing,0.03
PS3,Misc,0.03
XB,Shooter,0.03
PS2,Sports,0.03
DS,Puzzle,0.03
Wii,Sports,0.03
PS3,Racing,0.03
PS2,Misc,0.03
PC,Puzzle,0.03
XOne,Action,0.03
PS2,Action,0.03
PS2,Role-Playing,0.03
DS,Simulation,0.03
PS,Action,0.03
3DS,Strategy,0.03
DS,Misc,0.03
GC,Sports,0.03
PS3,Strategy,0.03
GBA,Sports,0.03
X360,Adventure,0.03
PSP,Adventure,0.03
GBA,Role-Playing,0.03
PSP,Fighting,0.03
GBA,Platform,0.03
PSV,Sports,0.03
PSP,Adventure,0.03
PSP,Role-Playing,0.03
PC,Shooter,0.03
GC,Racing,0.03
DS,Racing,0.03
3DS,Action,0.03
DS,Sports,0.03
PSP,Role-Playing,0.03
PS,Action,0.03
PC,Racing,0.03
PS3,Action,0.03
PS2,Adventure,0.03
PC,Action,0.03
Wii,Action,0.03
PS,Sports,0.03
PS2,Misc,0.03
SNES,Role-Playing,0.03
PC,Shooter,0.03
X360,Simulation,0.03
DS,Action,0.03
PS,Adventure,0.03
GC,Shooter,0.03
GBA,Platform,0.03
3DS,Platform,0.03
PS,Adventure,0.03
PS4,Fighting,0.03
3DS,Sports,0.03
PSP,Role-Playing,0.03
SNES,Role-Playing,0.03
PS2,Adventure,0.03
DS,Adventure,0.03
PS4,Racing,0.03
DS,Adventure,0.03
PC,Simulation,0.03
Wii,Adventure,0.03
X360,Sports,0.03
PC,Action,0.03
DS,Simulation,0.03
PSP,Misc,0.03
PS3,Adventure,0.03
Wii,Racing,0.03
PC,Racing,0.03
PS3,Action,0.03
PS,Shooter,0.03
PSP,Fighting,0.03
XB,Action,0.03
PS3,Action,0.03
PC,Action,0.03
GBA,Action,0.03
GBA,Sports,0.03
Wii,Puzzle,0.03
PC,Adventure,0.03
Wii,Misc,0.03
X360,Racing,0.03
GBA,Platform,0.03
DS,Platform,0.03
3DS,Simulation,0.03
3DS,Role-Playing,0.03
DS,Strategy,0.03
PC,Racing,0.03
GBA,Racing,0.03
PSP,Racing,0.03
PC,Strategy,0.03
PC,Strategy,0.03
DS,Adventure,0.03
PC,Puzzle,0.03
WiiU,Misc,0.03
DS,Sports,0.03
PS2,Sports,0.03
DS,Puzzle,0.03
DS,Misc,0.03
3DS,Role-Playing,0.03
PC,Action,0.03
PS3,Role-Playing,0.03
PS3,Action,0.03
DS,Simulation,0.03
GC,Sports,0.03
3DS,Simulation,0.03
DS,Simulation,0.03
PC,Misc,0.03
PC,Adventure,0.03
PC,Adventure,0.03
PSP,Puzzle,0.03
GC,Action,0.03
PSV,Strategy,0.03
PS2,Strategy,0.03
PS2,Action,0.03
DS,Adventure,0.03
DS,Simulation,0.03
3DS,Role-Playing,0.03
PS,Action,0.03
DS,Role-Playing,0.03
DS,Fighting,0.03
DS,Misc,0.03
DS,Misc,0.03
PS3,Adventure,0.03
GBA,Sports,0.03
PC,Strategy,0.03
DS,Simulation,0.03
3DS,Action,0.03
XB,Simulation,0.03
PSP,Misc,0.03
DS,Adventure,0.03
PSP,Platform,0.03
3DS,Platform,0.03
GBA,Platform,0.03
PC,Adventure,0.03
DS,Adventure,0.03
DS,Misc,0.03
DS,Action,0.03
X360,Simulation,0.03
PSV,Fighting,0.03
PS2,Simulation,0.03
X360,Misc,0.03
3DS,Action,0.03
SAT,Misc,0.03
DS,Misc,0.03
Wii,Action,0.03
SAT,Role-Playing,0.03
DS,Racing,0.03
DS,Misc,0.03
XB,Platform,0.03
PS2,Adventure,0.03
3DS,Adventure,0.03
GBA,Adventure,0.03
PC,Role-Playing,0.03
PC,Misc,0.03
X360,Misc,0.03
PC,Adventure,0.03
PS2,Misc,0.03
DS,Sports,0.03
PSP,Adventure,0.03
PSP,Role-Playing,0.03
PC,Simulation,0.03
PS3,Role-Playing,0.03
SAT,Adventure,0.03
DS,Sports,0.03
DS,Simulation,0.03
PSV,Role-Playing,0.03
DS,Misc,0.03
DS,Racing,0.03
DS,Simulation,0.03
PS3,Role-Playing,0.03
PS3,Misc,0.03
PS2,Adventure,0.03
PS3,Sports,0.03
PSV,Role-Playing,0.03
PS3,Misc,0.03
PSV,Action,0.03
PS2,Action,0.03
DS,Adventure,0.03
DS,Misc,0.03
GBA,Platform,0.03
PS,Action,0.03
SNES,Misc,0.03
X360,Adventure,0.03
PSV,Action,0.03
3DS,Action,0.03
GC,Action,0.03
PSP,Role-Playing,0.03
PSP,Role-Playing,0.03
X360,Shooter,0.03
GC,Racing,0.03
SAT,Fighting,0.03
PC,Simulation,0.03
PSP,Adventure,0.03
SAT,Strategy,0.03
Wii,Fighting,0.03
GBA,Racing,0.03
PC,Platform,0.03
GBA,Platform,0.03
PSP,Adventure,0.03
PS3,Fighting,0.03
PS3,Sports,0.03
Wii,Role-Playing,0.03
PSP,Action,0.03
DS,Adventure,0.03
3DS,Role-Playing,0.03
DS,Puzzle,0.03
PC,Strategy,0.03
PSV,Action,0.03
PC,Strategy,0.03
Wii,Misc,0.03
PSP,Adventure,0.03
XB,Misc,0.03
PSP,Adventure,0.03
PC,Platform,0.03
PS2,Adventure,0.03
PS4,Role-Playing,0.03
DS,Action,0.03
PSV,Adventure,0.03
GC,Platform,0.03
PSV,Platform,0.03
PC,Action,0.03
X360,Shooter,0.03
PSP,Role-Playing,0.03
PS2,Puzzle,0.03
PS3,Role-Playing,0.03
Wii,Action,0.03
PS2,Adventure,0.03
3DS,Adventure,0.03
PS3,Fighting,0.03
PC,Simulation,0.03
SAT,Adventure,0.03
DS,Simulation,0.03
PC,Sports,0.03
PC,Strategy,0.03
PS2,Fighting,0.03
XOne,Racing,0.03
PC,Sports,0.03
PSP,Adventure,0.03
PC,Action,0.03
PSP,Sports,0.03
PC,Strategy,0.03
GEN,Misc,0.03
PSP,Action,0.03
DS,Role-Playing,0.03
XB,Role-Playing,0.03
PSP,Puzzle,0.03
PC,Strategy,0.03
DS,Action,0.03
DS,Action,0.03
XB,Action,0.03
PSP,Adventure,0.03
PS3,Sports,0.03
PS4,Action,0.03
DS,Adventure,0.03
NG,Fighting,0.03
PS2,Sports,0.03
PS,Racing,0.03
PSV,Adventure,0.03
DS,Action,0.03
PSP,Adventure,0.03
PSP,Role-Playing,0.03
PSP,Role-Playing,0.03
PSV,Action,0.03
PSV,Action,0.03
PC,Action,0.03
GBA,Role-Playing,0.03
PSP,Action,0.03
PS3,Action,0.03
PS,Adventure,0.03
DS,Misc,0.03
PS2,Adventure,0.03
PS2,Simulation,0.03
PC,Shooter,0.03
GC,Sports,0.03
DS,Action,0.03
DS,Misc,0.03
PSP,Puzzle,0.03
PS,Racing,0.03
Wii,Misc,0.03
Wii,Misc,0.03
3DS,Adventure,0.03
DS,Adventure,0.03
PS2,Simulation,0.03
DS,Action,0.03
XB,Racing,0.03
PSP,Puzzle,0.03
PSV,Adventure,0.03
PS,Action,0.03
PSV,Role-Playing,0.03
X360,Fighting,0.03
PC,Strategy,0.03
PS2,Role-Playing,0.03
3DS,Role-Playing,0.03
DS,Sports,0.03
PC,Role-Playing,0.03
PSV,Adventure,0.03
PSP,Simulation,0.03
WiiU,Misc,0.03
XB,Shooter,0.03
PSP,Adventure,0.03
PS,Shooter,0.03
GBA,Platform,0.03
3DS,Platform,0.03
PSP,Sports,0.03
3DS,Action,0.03
PC,Action,0.03
3DS,Action,0.03
X360,Action,0.03
PS3,Shooter,0.03
GBA,Puzzle,0.03
PS,Racing,0.03
PS2,Misc,0.03
GBA,Misc,0.03
PSP,Role-Playing,0.03
DS,Adventure,0.03
GBA,Racing,0.03
X360,Fighting,0.03
N64,Platform,0.03
N64,Action,0.03
N64,Sports,0.03
DS,Adventure,0.03
GBA,Role-Playing,0.03
PSP,Platform,0.03
PSP,Fighting,0.03
DS,Action,0.03
PC,Racing,0.03
DS,Misc,0.03
SNES,Misc,0.03
GBA,Puzzle,0.03
PSP,Action,0.03
PSP,Misc,0.03
DS,Adventure,0.03
PC,Simulation,0.03
PS3,Misc,0.03
PS2,Adventure,0.03
PC,Misc,0.03
PSP,Adventure,0.03
SNES,Strategy,0.03
